NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GO_NEGATIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	16		Rejected!	
GO_AMYLOID_BETA_CLEARANCE_BY_TRANSCYTOSIS	7		Rejected!	
GO_AMYLOID_BETA_CLEARANCE_BY_CELLULAR_CATABOLIC_PROCESS	7		Rejected!	
GO_CELL_CELL_SIGNALING_BY_WNT	515	481		
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	22	16		
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	17		Rejected!	
GO_REGULATION_OF_PROTEIN_KINASE_C_ACTIVITY	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_RUFFLE_ASSEMBLY	5		Rejected!	
GO_POSITIVE_REGULATION_OF_RUFFLE_ASSEMBLY	15	15		
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA	7		Rejected!	
GO_REGULATION_OF_INTERLEUKIN_2_SECRETION	7		Rejected!	
GO_REGULATION_OF_PROTEIN_K63_LINKED_UBIQUITINATION	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_PROTEIN_K63_LINKED_UBIQUITINATION	8		Rejected!	
GO_REGULATION_OF_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	5		Rejected!	
GO_REGULATION_OF_NODAL_SIGNALING_PATHWAY	7		Rejected!	
GO_REGULATION_OF_HISTONE_H3_K9_TRIMETHYLATION	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K9_TRIMETHYLATION	6		Rejected!	
GO_NEGATIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	23	16		
GO_POSITIVE_REGULATION_OF_RECEPTOR_BINDING	10		Rejected!	
GO_REGULATION_OF_HYALURONAN_BIOSYNTHETIC_PROCESS	8		Rejected!	
GO_REGULATION_OF_NODAL_SIGNALING_PATHWAY_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY	5		Rejected!	
GO_REGULATION_OF_BONE_MINERALIZATION_INVOLVED_IN_BONE_MATURATION	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_SECRETION	10		Rejected!	
GO_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	28	26		
GO_REGULATION_OF_OOCYTE_MATURATION	7		Rejected!	
GO_REGULATION_OF_AMYLOID_BETA_CLEARANCE	15		Rejected!	
GO_NEGATIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE	6		Rejected!	
GO_POSITIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE	6		Rejected!	
GO_NEGATIVE_REGULATION_OF_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY	5		Rejected!	
GO_POSITIVE_REGULATION_OF_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY	7		Rejected!	
GO_REGULATION_OF_PHENOTYPIC_SWITCHING	15		Rejected!	
GO_POSITIVE_REGULATION_OF_PHENOTYPIC_SWITCHING	6		Rejected!	
GO_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS	18	18		
GO_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS	7		Rejected!	
GO_POSITIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY	8		Rejected!	
GO_REGULATION_OF_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY	6		Rejected!	
GO_NEGATIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	12		Rejected!	
GO_POSITIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	7		Rejected!	
GO_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS_BY_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM	6		Rejected!	
GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM	10		Rejected!	
GO_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	61	52		
GO_POSITIVE_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	13		Rejected!	
GO_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION	14		Rejected!	
GO_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION	6		Rejected!	
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GO_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	6		Rejected!	
GO_MITOCHONDRIAL_RNA_MODIFICATION	9		Rejected!	
GO_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	8		Rejected!	
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	10		Rejected!	
GO_REGULATION_OF_RELAXATION_OF_MUSCLE	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_RELAXATION_OF_MUSCLE	5		Rejected!	
GO_REGULATION_OF_AUTOPHAGOSOME_MATURATION	11		Rejected!	
GO_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_MATURATION	7		Rejected!	
GO_INSULIN_METABOLIC_PROCESS	6		Rejected!	
GO_XYLULOSE_5_PHOSPHATE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GO_PRIMARY_AMINO_COMPOUND_BIOSYNTHETIC_PROCESS	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION	6		Rejected!	
GO_POSITIVE_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION	6		Rejected!	
GO_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	6		Rejected!	
GO_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	5		Rejected!	
GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_HEART_DEVELOPMENT	14		Rejected!	
GO_NEGATIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	29	22		
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_HEART_DEVELOPMENT	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	7		Rejected!	
GO_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	5		Rejected!	
GO_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY	17		Rejected!	
GO_POSITIVE_REGULATION_OF_HEART_INDUCTION	5		Rejected!	
GO_REGULATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	8		Rejected!	
GO_POSITIVE_REGULATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	6		Rejected!	
GO_ACETATE_ESTER_TRANSPORT	6		Rejected!	
GO_NEGATIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	14		Rejected!	
GO_POSITIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	12		Rejected!	
GO_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATION	7		Rejected!	
GO_PYRUVATE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GO_REGULATION_OF_ENDOTHELIAL_TUBE_MORPHOGENESIS	6		Rejected!	
GO_ICOSANOID_CATABOLIC_PROCESS	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_MITOPHAGY	6		Rejected!	
GO_POSITIVE_REGULATION_OF_MITOPHAGY	10		Rejected!	
GO_REGULATION_OF_DNA_DEMETHYLATION	7		Rejected!	
GO_CHANGES_TO_DNA_METHYLATION_INVOLVED_IN_EMBRYO_DEVELOPMENT	8		Rejected!	
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT	5		Rejected!	
GO_RESPONSE_TO_CAMPTOTHECIN	5		Rejected!	
GO_FATTY_ACID_DERIVATIVE_CATABOLIC_PROCESS	11		Rejected!	
GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	8		Rejected!	
GO_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	6		Rejected!	
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_ORGANIZATION	14		Rejected!	
GO_POSITIVE_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_ORGANIZATION	5		Rejected!	
GO_CALCIUM_ION_EXPORT	11		Rejected!	
GO_QUINONE_BIOSYNTHETIC_PROCESS	16	16		
GO_REGULATION_OF_SUPEROXIDE_DISMUTASE_ACTIVITY	5		Rejected!	
GO_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY	20	20		
GO_GLUTATHIONE_DERIVATIVE_BIOSYNTHETIC_PROCESS	22	20		
GO_NEGATIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	6		Rejected!	
GO_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	8		Rejected!	
GO_REGULATION_OF_HISTONE_DEACETYLASE_ACTIVITY	9		Rejected!	
GO_POSITIVE_REGULATION_OF_HISTONE_DEACETYLASE_ACTIVITY	6		Rejected!	
GO_LEUKOTRIENE_D4_BIOSYNTHETIC_PROCESS	10		Rejected!	
GO_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	56	51		
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I	10		Rejected!	
GO_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	16	16		
GO_NEGATIVE_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	5		Rejected!	
GO_POSITIVE_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	5		Rejected!	
GO_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	9		Rejected!	
GO_POSITIVE_REGULATION_OF_CELLULAR_RESPIRATION	7		Rejected!	
GO_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	82	79		
GO_REGULATION_OF_CALCIUM_TRANSPORTING_ATPASE_ACTIVITY	8		Rejected!	
GO_REGULATION_OF_RELAXATION_OF_CARDIAC_MUSCLE	6		Rejected!	
GO_DENSE_CORE_GRANULE_TRANSPORT	8		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	6		Rejected!	
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	9		Rejected!	
GO_REGULATION_OF_INWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	7		Rejected!	
GO_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION	5		Rejected!	
GO_FATTY_ACID_TRANSMEMBRANE_TRANSPORT	18	18		
GO_REGULATION_OF_AMYLOID_BETA_FORMATION	23	21		
GO_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_CILIUM_ASSEMBLY	11		Rejected!	
GO_L_LYSINE_TRANSPORT	6		Rejected!	
GO_L_ARGININE_TRANSPORT	8		Rejected!	
GO_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	9		Rejected!	
GO_POSITIVE_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	5		Rejected!	
GO_RESPONSE_TO_L_GLUTAMATE	9		Rejected!	
GO_CELLULAR_RESPONSE_TO_SALT	7		Rejected!	
GO_NEGATIVE_REGULATION_OF_PEPTIDYL_CYSTEINE_S_NITROSYLATION	7		Rejected!	
GO_POSITIVE_REGULATION_OF_FLAGELLATED_SPERM_MOTILITY	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	37	36		
GO_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	5		Rejected!	
GO_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	6		Rejected!	
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	5		Rejected!	
GO_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	7		Rejected!	
GO_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	10		Rejected!	
GO_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY	15		Rejected!	
GO_REGULATION_OF_POLYAMINE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	13		Rejected!	
GO_REGULATION_OF_PEPTIDYL_SERINE_DEPHOSPHORYLATION	5		Rejected!	
GO_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS	11		Rejected!	
GO_POSITIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	59	51		
GO_CERAMIDE_1_PHOSPHATE_TRANSPORT	7		Rejected!	
GO_MITOTIC_CYTOKINETIC_PROCESS	23	23		
GO_REGULATION_OF_MITOTIC_CYTOKINESIS	6		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	13		Rejected!	
GO_REGULATION_OF_MRNA_BINDING	10		Rejected!	
GO_NEGATIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	8		Rejected!	
GO_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	8		Rejected!	
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	25	24		
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE	10		Rejected!	
GO_CHLORIDE_TRANSMEMBRANE_TRANSPORT	87	74		
GO_REGULATION_OF_PROTEIN_AUTOUBIQUITINATION	5		Rejected!	
GO_REGULATION_OF_APOPTOTIC_DNA_FRAGMENTATION	10		Rejected!	
GO_REGULATION_OF_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	8		Rejected!	
GO_REGULATION_OF_PROTEIN_MONOUBIQUITINATION	6		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEIN_MONOUBIQUITINATION	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	15		Rejected!	
GO_REGULATION_OF_NEUTROPHIL_ACTIVATION	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_NEUTROPHIL_ACTIVATION	5		Rejected!	
GO_POSITIVE_REGULATION_OF_NEUTROPHIL_ACTIVATION	5		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_NUCLEOLUS	12		Rejected!	
GO_MULTI_ORGANISM_CELLULAR_LOCALIZATION	5		Rejected!	
GO_PROTON_TRANSMEMBRANE_TRANSPORT	161	144		
GO_RESPONSE_TO_FLUORIDE	5		Rejected!	
GO_TERTIARY_ALCOHOL_METABOLIC_PROCESS	12		Rejected!	
GO_SECONDARY_ALCOHOL_METABOLIC_PROCESS	85	80		
GO_POSITIVE_REGULATION_OF_AXON_GUIDANCE	8		Rejected!	
GO_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	1246		Rejected!	
GO_POSITIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	1600		Rejected!	
GO_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE	17	16		
GO_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_SECRETION	5		Rejected!	
GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_SECRETION	8		Rejected!	
GO_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	8		Rejected!	
GO_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT	7		Rejected!	
GO_NEGATIVE_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT	6		Rejected!	
GO_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MICROTUBULE	5		Rejected!	
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	125	123		
GO_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY	13		Rejected!	
GO_POSITIVE_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY	9		Rejected!	
GO_REGULATION_OF_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	7		Rejected!	
GO_NEGATIVE_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	12		Rejected!	
GO_POSITIVE_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	30	29		
GO_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	12		Rejected!	
GO_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	350	331		
GO_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	137	123		
GO_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	205	199		
GO_NEGATIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	10		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	12		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME	11		Rejected!	
GO_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY	10		Rejected!	
GO_POSITIVE_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY	7		Rejected!	
GO_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE	12		Rejected!	
GO_REGULATION_OF_ASPARTIC_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	9		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME	8		Rejected!	
GO_MITOTIC_DNA_REPLICATION	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	14		Rejected!	
GO_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	16		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEIN_DEUBIQUITINATION	7		Rejected!	
GO_NEGATIVE_REGULATION_OF_BONE_DEVELOPMENT	10		Rejected!	
GO_POSITIVE_REGULATION_OF_BONE_DEVELOPMENT	9		Rejected!	
GO_REGULATION_OF_RNA_POLYMERASE_II_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING	13		Rejected!	
GO_NEGATIVE_REGULATION_OF_RNA_POLYMERASE_II_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING	6		Rejected!	
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	127	110		
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	218	208		
GO_PROTEIN_LOCALIZATION_TO_MEMBRANE_RAFT	8		Rejected!	
GO_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS	71	65		
GO_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_CELLULAR_PROTEIN_CATABOLIC_PROCESS	122	117		
GO_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	14		Rejected!	
GO_REGULATION_OF_PROTEIN_LIPIDATION	5		Rejected!	
GO_REGULATION_OF_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	9		Rejected!	
GO_POSITIVE_REGULATION_OF_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	7		Rejected!	
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	93	90		
GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT	5		Rejected!	
GO_REGULATION_OF_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY	6		Rejected!	
GO_MONONUCLEAR_CELL_DIFFERENTIATION	37	34		
GO_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	41	39		
GO_NEGATIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	8		Rejected!	
GO_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_DEATH	19	18		
GO_NEGATIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION	6		Rejected!	
GO_REGULATION_OF_ENDODERMAL_CELL_DIFFERENTIATION	5		Rejected!	
GO_MELANOSOME_ASSEMBLY	5		Rejected!	
GO_REGULATION_OF_LEUKOCYTE_TETHERING_OR_ROLLING	8		Rejected!	
GO_MULTI_CILIATED_EPITHELIAL_CELL_DIFFERENTIATION	8		Rejected!	
GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	10		Rejected!	
GO_REGULATION_OF_POTASSIUM_ION_IMPORT	8		Rejected!	
GO_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_HEXOKINASE_ACTIVITY	5		Rejected!	
GO_POSITIVE_REGULATION_OF_HEXOKINASE_ACTIVITY	6		Rejected!	
GO_REGULATION_OF_PROTEIN_FOLDING	10		Rejected!	
GO_NEGATIVE_REGULATION_OF_PROTEIN_FOLDING	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	5		Rejected!	
GO_RESPONSE_TO_DOPAMINE	15		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_BASOLATERAL_PLASMA_MEMBRANE	8		Rejected!	
GO_REGULATION_OF_FEAR_RESPONSE	7		Rejected!	
GO_POSITIVE_REGULATION_OF_FEAR_RESPONSE	5		Rejected!	
GO_REGULATION_OF_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	5		Rejected!	
GO_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING	26	26		
GO_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING	9		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELL_MATURATION	8		Rejected!	
GO_POSITIVE_REGULATION_OF_CELL_MATURATION	8		Rejected!	
GO_REGULATION_OF_TORC1_SIGNALING	31	30		
GO_PROTEIN_LOCALIZATION_TO_CILIARY_MEMBRANE	13		Rejected!	
GO_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM	37	29		
GO_REGULATION_OF_MEMBRANE_TUBULATION	6		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_POSTSYNAPTIC_MEMBRANE	42	37		
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_POSTSYNAPTIC_MEMBRANE	18	18		
GO_PROTEIN_LOCALIZATION_TO_PHOTORECEPTOR_OUTER_SEGMENT	8		Rejected!	
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CILIUM	7		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CILIUM	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	26		Rejected!	
GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	23		Rejected!	
GO_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	20	20		
GO_PROTEIN_LOCALIZATION_TO_CYTOPLASMIC_STRESS_GRANULE	7		Rejected!	
GO_REGULATION_OF_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	5		Rejected!	
GO_REGULATION_OF_DNA_CATABOLIC_PROCESS	12		Rejected!	
GO_POSITIVE_REGULATION_OF_DNA_CATABOLIC_PROCESS	5		Rejected!	
GO_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS	7		Rejected!	
GO_REGULATION_OF_AEROBIC_RESPIRATION	9		Rejected!	
GO_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION	6		Rejected!	
GO_POSITIVE_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION	5		Rejected!	
GO_REGULATION_OF_CENTRIOLE_ELONGATION	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	8		Rejected!	
GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	58	56		
GO_NEGATIVE_REGULATION_OF_P38MAPK_CASCADE	9		Rejected!	
GO_REGULATION_OF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY_INVOLVED_IN_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_REPOLARIZATION	5		Rejected!	
GO_REGULATION_OF_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	8		Rejected!	
GO_REGULATION_OF_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	10		Rejected!	
GO_REGULATION_OF_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	7		Rejected!	
